id,cluster_id,suggested_filename,suggested_domain,title,content,generation_method,gap_count,representative_queries,status,reviewed_by,reviewed_at,rejection_reason,ingested_at,ingested_sop_path,created_at,updated_at
279,405,runbook-network-279.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,28,"[""network query 0"",""network query 1"",""network query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
280,82,runbook-storage-280.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,25,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",approved,,2026-06-01 19:15:59,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
281,757,runbook-security-281.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""security query 0"",""security query 1"",""security query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
282,666,runbook-network-282.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,25,"[""network query 0""]",rejected,rsingh,2026-06-07 10:13:29,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
283,540,runbook-cpu-283.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,24,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",rejected,,2026-06-05 18:59:08,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
284,592,runbook-node-284.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",approved,mpatel,2026-06-22 13:58:04,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
285,308,runbook-network-285.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,8,"[""network query 0"",""network query 1""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
286,643,runbook-cpu-286.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,10,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",rejected,rsingh,2026-06-21 00:12:24,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
287,48,runbook-cpu-287.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""cpu query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
288,962,runbook-network-288.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,3,"[""network query 0"",""network query 1""]",approved,,2026-06-10 13:01:00,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
289,633,runbook-cpu-289.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,19,"[""cpu query 0"",""cpu query 1""]",approved,mpatel,2026-05-24 16:09:24,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
290,306,runbook-network-290.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,17,"[""network query 0"",""network query 1""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
291,524,runbook-memory-291.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,19,"[""memory query 0""]",approved,rsingh,2026-06-09 13:19:28,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
292,311,runbook-cpu-292.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,30,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",approved,rsingh,2026-06-10 13:40:37,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
293,446,runbook-node-293.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,15,"[""node query 0"",""node query 1"",""node query 2""]",rejected,mpatel,2026-06-04 01:32:26,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
294,971,runbook-security-294.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,29,"[""security query 0"",""security query 1"",""security query 2""]",ingested,rsingh,2026-06-01 13:25:14,,2026-06-10 09:31:16,sops/security/runbook-security-294.md,2026-05-24 12:00:00,2026-06-23 12:00:00
295,626,runbook-cpu-295.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",rejected,,2026-05-24 21:22:23,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
296,716,runbook-node-296.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,3,"[""node query 0"",""node query 1"",""node query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
297,697,runbook-security-297.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,10,"[""security query 0"",""security query 1""]",approved,mpatel,2026-06-18 10:24:42,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
298,1091,runbook-network-298.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,22,"[""network query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
299,870,runbook-network-299.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,17,"[""network query 0"",""network query 1"",""network query 2""]",rejected,mpatel,2026-06-21 16:29:33,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
300,778,runbook-cpu-300.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""cpu query 0"",""cpu query 1""]",rejected,,2026-06-09 15:41:56,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
301,669,runbook-network-301.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,8,"[""network query 0"",""network query 1"",""network query 2"",""network query 3""]",ingested,rsingh,2026-06-16 22:16:45,,2026-06-17 14:29:52,sops/network/runbook-network-301.md,2026-05-24 12:00:00,2026-06-23 12:00:00
302,240,runbook-cpu-302.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""cpu query 0""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
303,995,runbook-security-303.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""security query 0"",""security query 1""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
304,816,runbook-storage-304.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,18,"[""storage query 0"",""storage query 1""]",ingested,rsingh,2026-06-09 17:46:49,,2026-06-02 20:42:19,sops/storage/runbook-storage-304.md,2026-05-24 12:00:00,2026-06-23 12:00:00
305,750,runbook-security-305.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""security query 0"",""security query 1""]",approved,,2026-06-20 21:46:41,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
306,447,runbook-node-306.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""node query 0"",""node query 1"",""node query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
307,719,runbook-node-307.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,12,"[""node query 0"",""node query 1""]",approved,mpatel,2026-06-07 17:40:21,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
308,760,runbook-memory-308.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,21,"[""memory query 0"",""memory query 1"",""memory query 2""]",ingested,,2026-06-20 19:19:53,,2026-06-05 05:24:52,sops/memory/runbook-memory-308.md,2026-05-24 12:00:00,2026-06-23 12:00:00
309,971,runbook-security-309.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""security query 0""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
310,1012,runbook-storage-310.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,30,"[""storage query 0"",""storage query 1""]",approved,rsingh,2026-05-24 22:35:36,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
311,1082,runbook-security-311.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,21,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
312,221,runbook-security-312.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,25,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",approved,rsingh,2026-06-15 14:30:49,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
313,435,runbook-node-313.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,4,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",ingested,,2026-06-15 21:56:27,,2026-06-15 10:47:00,sops/node/runbook-node-313.md,2026-05-24 12:00:00,2026-06-23 12:00:00
314,571,runbook-node-314.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,15,"[""node query 0"",""node query 1""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
315,368,runbook-memory-315.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,9,"[""memory query 0"",""memory query 1"",""memory query 2"",""memory query 3""]",ingested,rsingh,2026-06-03 20:21:58,,2026-06-08 22:05:22,sops/memory/runbook-memory-315.md,2026-05-24 12:00:00,2026-06-23 12:00:00
316,251,runbook-storage-316.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,29,"[""storage query 0"",""storage query 1"",""storage query 2""]",ingested,,2026-06-13 15:05:10,,2026-06-19 01:05:34,sops/storage/runbook-storage-316.md,2026-05-24 12:00:00,2026-06-23 12:00:00
317,240,runbook-storage-317.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,16,"[""storage query 0"",""storage query 1"",""storage query 2"",""storage query 3""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
318,1035,runbook-cpu-318.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,19,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",rejected,,2026-06-20 07:11:37,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
319,306,runbook-network-319.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,30,"[""network query 0"",""network query 1"",""network query 2""]",rejected,mpatel,2026-06-01 07:33:00,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
320,420,runbook-network-320.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,28,"[""network query 0"",""network query 1""]",rejected,mpatel,2026-06-08 02:47:48,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
321,197,runbook-cpu-321.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,4,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",ingested,mpatel,2026-05-27 05:29:01,,2026-06-08 10:13:01,sops/cpu/runbook-cpu-321.md,2026-05-24 12:00:00,2026-06-23 12:00:00
322,285,runbook-node-322.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,2,"[""node query 0""]",ingested,,2026-06-20 18:14:30,,2026-06-18 20:44:15,sops/node/runbook-node-322.md,2026-05-24 12:00:00,2026-06-23 12:00:00
323,254,runbook-memory-323.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,25,"[""memory query 0"",""memory query 1"",""memory query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
324,1100,runbook-cpu-324.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,8,"[""cpu query 0""]",rejected,,2026-05-30 19:24:43,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
325,1094,runbook-cpu-325.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,7,"[""cpu query 0""]",ingested,,2026-06-13 20:48:27,,2026-06-18 11:35:28,sops/cpu/runbook-cpu-325.md,2026-05-24 12:00:00,2026-06-23 12:00:00
326,596,runbook-cpu-326.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,8,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
327,342,runbook-node-327.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,20,"[""node query 0"",""node query 1""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
328,449,runbook-cpu-328.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,7,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
329,1004,runbook-network-329.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,13,"[""network query 0"",""network query 1"",""network query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
330,77,runbook-node-330.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,14,"[""node query 0"",""node query 1"",""node query 2"",""node query 3""]",rejected,,2026-06-22 20:34:56,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
331,197,runbook-memory-331.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""memory query 0"",""memory query 1"",""memory query 2"",""memory query 3""]",ingested,rsingh,2026-06-22 07:01:18,,2026-06-14 19:13:30,sops/memory/runbook-memory-331.md,2026-05-24 12:00:00,2026-06-23 12:00:00
332,545,runbook-security-332.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,5,"[""security query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
333,493,runbook-network-333.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,8,"[""network query 0"",""network query 1""]",ingested,mpatel,2026-06-15 20:20:06,,2026-06-07 16:14:00,sops/network/runbook-network-333.md,2026-05-24 12:00:00,2026-06-23 12:00:00
334,447,runbook-memory-334.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,28,"[""memory query 0"",""memory query 1"",""memory query 2"",""memory query 3""]",ingested,,2026-06-06 22:36:08,,2026-06-11 15:13:45,sops/memory/runbook-memory-334.md,2026-05-24 12:00:00,2026-06-23 12:00:00
335,844,runbook-cpu-335.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,22,"[""cpu query 0"",""cpu query 1""]",approved,mpatel,2026-06-16 18:49:12,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
336,879,runbook-cpu-336.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,13,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",approved,rsingh,2026-06-05 21:57:04,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
337,458,runbook-cpu-337.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,25,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",approved,mpatel,2026-06-15 16:36:49,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
338,479,runbook-memory-338.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,3,"[""memory query 0""]",approved,,2026-06-13 21:02:13,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
339,132,runbook-network-339.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,21,"[""network query 0"",""network query 1"",""network query 2"",""network query 3""]",ingested,mpatel,2026-05-31 21:35:03,,2026-06-11 17:04:30,sops/network/runbook-network-339.md,2026-05-24 12:00:00,2026-06-23 12:00:00
340,794,runbook-security-340.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,27,"[""security query 0""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
341,899,runbook-node-341.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""node query 0""]",rejected,mpatel,2026-05-25 07:32:27,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
342,574,runbook-security-342.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,21,"[""security query 0"",""security query 1"",""security query 2""]",ingested,mpatel,2026-05-30 21:27:34,,2026-05-29 06:42:47,sops/security/runbook-security-342.md,2026-05-24 12:00:00,2026-06-23 12:00:00
343,953,runbook-node-343.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,27,"[""node query 0"",""node query 1""]",approved,,2026-05-31 05:07:07,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
344,106,runbook-security-344.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,7,"[""security query 0"",""security query 1"",""security query 2""]",draft,rsingh,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
345,99,runbook-cpu-345.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""cpu query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
346,752,runbook-network-346.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,13,"[""network query 0"",""network query 1""]",ingested,,2026-05-26 02:13:23,,2026-05-25 06:21:15,sops/network/runbook-network-346.md,2026-05-24 12:00:00,2026-06-23 12:00:00
347,51,runbook-cpu-347.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,26,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",rejected,rsingh,2026-06-13 22:55:42,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
348,831,runbook-memory-348.md,memory,Auto-draft: remediating memory incidents,"# Memory remediation

## Symptoms
- elevated memory signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,23,"[""memory query 0"",""memory query 1"",""memory query 2""]",ingested,rsingh,2026-06-20 20:08:56,,2026-05-30 05:03:24,sops/memory/runbook-memory-348.md,2026-05-24 12:00:00,2026-06-23 12:00:00
349,422,runbook-security-349.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
350,178,runbook-storage-350.md,storage,Auto-draft: remediating storage incidents,"# Storage remediation

## Symptoms
- elevated storage signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,20,"[""storage query 0""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
351,346,runbook-cpu-351.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,18,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
352,846,runbook-node-352.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,25,"[""node query 0"",""node query 1""]",rejected,mpatel,2026-06-06 00:36:55,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
353,1056,runbook-network-353.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,9,"[""network query 0"",""network query 1""]",approved,,2026-06-03 12:10:21,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
354,137,runbook-cpu-354.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,6,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",rejected,,2026-05-25 01:38:05,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
355,393,runbook-security-355.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,16,"[""security query 0"",""security query 1""]",rejected,mpatel,2026-05-26 06:35:24,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
356,223,runbook-node-356.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,30,"[""node query 0""]",draft,,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
357,891,runbook-cpu-357.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,25,"[""cpu query 0"",""cpu query 1"",""cpu query 2"",""cpu query 3""]",approved,rsingh,2026-05-30 13:44:19,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
358,446,runbook-node-358.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",llm,7,"[""node query 0""]",rejected,mpatel,2026-06-10 23:56:15,too generic,,,2026-05-24 12:00:00,2026-06-23 12:00:00
359,72,runbook-network-359.md,network,Auto-draft: remediating network incidents,"# Network remediation

## Symptoms
- elevated network signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,19,"[""network query 0"",""network query 1"",""network query 2"",""network query 3""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
360,781,runbook-node-360.md,node,Auto-draft: remediating node incidents,"# Node remediation

## Symptoms
- elevated node signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,13,"[""node query 0""]",approved,mpatel,2026-05-25 03:43:19,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
361,25,runbook-security-361.md,security,Auto-draft: remediating security incidents,"# Security remediation

## Symptoms
- elevated security signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,21,"[""security query 0"",""security query 1"",""security query 2"",""security query 3""]",approved,,2026-06-07 03:07:22,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
362,122,runbook-cpu-362.md,cpu,Auto-draft: remediating cpu incidents,"# Cpu remediation

## Symptoms
- elevated cpu signals

## Steps
1. Inspect pod
2. Apply fix
3. Verify",auto,27,"[""cpu query 0"",""cpu query 1"",""cpu query 2""]",draft,mpatel,,,,,2026-05-24 12:00:00,2026-06-23 12:00:00
