id,sop_id,sop_name,sop_path,section_title,query_text,similarity_score,source,cluster_name,namespace,pod_name,action_taken,was_useful,matched_at
257,39,Availability Runbook 39: Cert rotation,sops/availability/runbook-39.md,Diagnosis,cart-svc throttled,0.6327,prediction,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,none,true,2026-06-22 17:34:19
258,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Prevention,checkout-web throttled,0.6913,auto,prod-usw2-eks,checkout,checkout-web-f628153-c1833,restart_pod,false,2026-06-23 11:48:39
259,34,Node Runbook 34: Connection pool sizing,sops/node/runbook-34.md,Prevention,orders-api OOMKilled,0.8341,chat,prod-usw2-eks,orders,orders-api-402bb51-ad48f,increase_limit,true,2026-06-22 05:04:51
260,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Diagnosis,recommendation throttled,0.7462,prediction,prod-usw2-eks,search,recommendation-1e52697-e4756,scale_up,true,2026-06-05 04:30:21
261,39,Availability Runbook 39: Cert rotation,sops/availability/runbook-39.md,Remediation,cart-svc throttled,0.8254,auto,dr-use1-eks,checkout,cart-svc-da3cf51-00806,increase_limit,false,2026-06-01 05:17:03
262,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Diagnosis,auth-gateway OOMKilled,0.7363,prediction,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,none,true,2026-06-02 01:33:33
263,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Symptoms,indexer CrashLoopBackOff,0.6155,alert,prod-use2-eks,search,indexer-4680271-0a829,increase_limit,false,2026-06-07 06:24:35
264,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Prevention,orders-api CrashLoopBackOff,0.7843,alert,prod-use2-eks,orders,orders-api-e9b4a39-c3784,restart_pod,true,2026-06-11 00:46:24
265,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Symptoms,indexer high latency,0.8232,chat,prod-usw2-eks,search,indexer-6c1eb29-ca471,scale_up,false,2026-05-27 17:07:58
266,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Remediation,cart-svc OOMKilled,0.7438,chat,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,none,true,2026-06-08 03:26:08
267,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Prevention,checkout-web OOMKilled,0.8887,alert,dr-use1-eks,checkout,checkout-web-4263246-52f3a,none,true,2026-06-02 10:56:56
268,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Remediation,session-store throttled,0.616,prediction,prod-use2-eks,identity,session-store-4732511-0dba8,restart_pod,true,2026-06-08 17:27:07
269,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Diagnosis,checkout-web CrashLoopBackOff,0.8681,auto,prod-use2-eks,checkout,checkout-web-c2eb578-2d181,increase_limit,true,2026-06-03 14:50:24
270,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Prevention,metrics-server throttled,0.6985,prediction,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,increase_limit,false,2026-05-30 07:50:38
271,16,Availability Runbook 16: HPA scaling response,sops/availability/runbook-16.md,Diagnosis,orders-api high latency,0.931,chat,dr-use1-eks,orders,orders-api-8330e48-f22f4,restart_pod,false,2026-06-09 07:04:16
272,39,Availability Runbook 39: Cert rotation,sops/availability/runbook-39.md,Remediation,ledger-svc OOMKilled,0.7008,auto,dr-use1-eks,ledger,ledger-svc-e00a046-6e2d6,increase_limit,false,2026-06-05 22:41:15
273,11,Availability Runbook 11: CoreDNS restart,sops/availability/runbook-11.md,Symptoms,notifications high latency,0.8309,alert,prod-use2-eks,notifications,notifications-c882a21-88bb7,none,true,2026-06-17 19:39:04
274,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Prevention,notifications CrashLoopBackOff,0.8228,auto,prod-use2-eks,notifications,notifications-c882a21-88bb7,increase_limit,true,2026-05-31 23:13:54
275,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Symptoms,cart-svc high latency,0.9044,auto,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,restart_pod,true,2026-06-04 04:15:18
276,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Prevention,search-api OOMKilled,0.6778,alert,dr-use1-eks,search,search-api-d416b43-7cb20,restart_pod,true,2026-05-25 15:16:30
277,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Prevention,checkout-web CrashLoopBackOff,0.9415,auto,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,increase_limit,true,2026-06-08 16:04:02
278,24,Node Runbook 24: Cert rotation,sops/node/runbook-24.md,Prevention,cart-svc CrashLoopBackOff,0.7784,prediction,prod-usw2-eks,checkout,cart-svc-0a94879-c1bba,scale_up,true,2026-06-13 14:13:33
279,13,Security Runbook 13: CFS throttling tuning,sops/security/runbook-13.md,Symptoms,cart-svc high latency,0.6824,prediction,dr-use1-eks,checkout,cart-svc-da3cf51-00806,increase_limit,true,2026-05-31 00:30:04
280,6,Availability Runbook 06: CFS throttling tuning,sops/availability/runbook-06.md,Prevention,auth-gateway throttled,0.8199,prediction,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,restart_pod,true,2026-06-13 18:56:04
281,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Prevention,orders-api high latency,0.6692,auto,dr-use1-eks,orders,orders-api-8330e48-f22f4,increase_limit,true,2026-05-31 16:07:20
282,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Remediation,payments-worker CrashLoopBackOff,0.7957,auto,prod-use2-eks,payments,payments-worker-bff7264-02c23,scale_up,true,2026-06-10 00:34:13
283,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Remediation,image-resizer throttled,0.8221,auto,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,none,false,2026-06-22 10:52:37
284,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Prevention,auth-gateway CrashLoopBackOff,0.7521,alert,prod-usw2-eks,identity,auth-gateway-d4d3364-aac01,none,true,2026-06-07 04:16:44
285,26,Memory Runbook 26: Node drain & cordon,sops/memory/runbook-26.md,Symptoms,config-svc CrashLoopBackOff,0.7063,chat,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,scale_up,false,2026-05-29 21:56:43
286,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Prevention,search-api OOMKilled,0.6841,auto,prod-usw2-eks,search,search-api-a47d446-4ffe2,none,true,2026-05-30 04:11:29
287,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Prevention,search-api throttled,0.8216,auto,staging-use2-eks,search,search-api-1605640-8abaf,restart_pod,true,2026-06-21 02:11:42
288,14,Availability Runbook 14: PDB & graceful shutdown,sops/availability/runbook-14.md,Prevention,inventory-svc OOMKilled,0.6021,alert,prod-usw2-eks,inventory,inventory-svc-bf8f159-02345,none,true,2026-06-10 09:18:14
289,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Diagnosis,auth-gateway OOMKilled,0.8234,prediction,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,scale_up,true,2026-06-04 14:23:27
290,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Remediation,notifications OOMKilled,0.7223,alert,staging-use2-eks,notifications,notifications-26e9347-44fc8,scale_up,false,2026-06-10 01:44:50
291,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Remediation,search-api CrashLoopBackOff,0.7895,chat,staging-use2-eks,search,search-api-1605640-8abaf,none,true,2026-06-07 15:16:09
292,16,Availability Runbook 16: HPA scaling response,sops/availability/runbook-16.md,Symptoms,indexer throttled,0.6363,prediction,prod-use2-eks,search,indexer-b07f520-eaf04,scale_up,true,2026-06-18 06:46:22
293,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Symptoms,search-api throttled,0.6526,alert,prod-usw2-eks,search,search-api-15a6d76-12766,increase_limit,false,2026-06-19 22:37:33
294,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Diagnosis,inventory-svc OOMKilled,0.707,alert,prod-use2-eks,inventory,inventory-svc-3e28589-98330,scale_up,false,2026-06-12 01:34:38
295,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Symptoms,orders-worker throttled,0.7194,alert,prod-use2-eks,orders,orders-worker-06e2683-7270e,increase_limit,true,2026-06-01 03:08:15
296,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Symptoms,ledger-svc CrashLoopBackOff,0.6169,auto,prod-usw2-eks,ledger,ledger-svc-0744083-43011,none,true,2026-06-04 14:17:29
297,10,Availability Runbook 10: PDB & graceful shutdown,sops/availability/runbook-10.md,Prevention,config-svc CrashLoopBackOff,0.6806,alert,prod-usw2-eks,platform,config-svc-d193d56-68bd9,scale_up,false,2026-06-01 13:14:11
298,14,Availability Runbook 14: PDB & graceful shutdown,sops/availability/runbook-14.md,Remediation,metrics-server high latency,0.6607,prediction,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,none,true,2026-05-24 20:03:00
299,19,Memory Runbook 19: CoreDNS restart,sops/memory/runbook-19.md,Diagnosis,auth-gateway high latency,0.9352,chat,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,increase_limit,false,2026-06-20 10:38:52
300,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Diagnosis,metrics-server CrashLoopBackOff,0.7427,auto,prod-use2-eks,kube-system,metrics-server-e2e6924-29c37,none,true,2026-05-27 22:52:50
301,12,Node Runbook 12: CrashLoopBackOff triage,sops/node/runbook-12.md,Diagnosis,cart-svc high latency,0.755,alert,dr-use1-eks,checkout,cart-svc-da3cf51-00806,restart_pod,false,2026-06-01 23:58:09
302,4,Network Runbook 04: Cert rotation,sops/network/runbook-04.md,Remediation,orders-api throttled,0.7909,chat,prod-usw2-eks,orders,orders-api-21c5d48-15186,scale_up,false,2026-06-17 22:06:00
303,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Symptoms,indexer high latency,0.7705,chat,prod-usw2-eks,search,indexer-b957537-8aa20,none,true,2026-06-02 13:31:45
304,15,Node Runbook 15: Connection pool sizing,sops/node/runbook-15.md,Prevention,session-store CrashLoopBackOff,0.6787,auto,prod-usw2-eks,identity,session-store-d825e25-14f9f,none,true,2026-06-02 13:32:50
305,26,Memory Runbook 26: Node drain & cordon,sops/memory/runbook-26.md,Prevention,auth-gateway high latency,0.7201,chat,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,increase_limit,false,2026-06-05 04:25:22
306,40,Memory Runbook 40: Cert rotation,sops/memory/runbook-40.md,Symptoms,search-api OOMKilled,0.8228,alert,prod-use2-eks,search,search-api-61d1d17-0014f,none,false,2026-06-08 12:52:16
307,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Remediation,payments-api CrashLoopBackOff,0.7477,alert,prod-use2-eks,payments,payments-api-c9c2b74-00142,none,true,2026-06-20 04:38:43
308,11,Availability Runbook 11: CoreDNS restart,sops/availability/runbook-11.md,Prevention,search-api OOMKilled,0.6635,chat,prod-use2-eks,search,search-api-eff0684-a368a,scale_up,true,2026-06-21 19:35:19
309,2,Storage Runbook 02: OOMKilled remediation,sops/storage/runbook-02.md,Prevention,payments-worker CrashLoopBackOff,0.8427,auto,prod-use2-eks,payments,payments-worker-7a57672-86691,increase_limit,true,2026-05-26 02:04:41
310,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Symptoms,auth-gateway throttled,0.669,chat,prod-usw2-eks,identity,auth-gateway-fb1c283-81cc8,restart_pod,true,2026-06-11 08:24:21
311,14,Availability Runbook 14: PDB & graceful shutdown,sops/availability/runbook-14.md,Prevention,orders-worker OOMKilled,0.882,prediction,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,scale_up,true,2026-05-28 15:03:52
312,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Remediation,search-api CrashLoopBackOff,0.8131,auto,prod-use2-eks,search,search-api-4350294-dbefb,increase_limit,true,2026-06-04 05:51:38
313,15,Node Runbook 15: Connection pool sizing,sops/node/runbook-15.md,Diagnosis,search-api high latency,0.841,alert,prod-use2-eks,search,search-api-1271443-2f040,scale_up,true,2026-06-08 04:33:57
314,8,Node Runbook 08: Connection pool sizing,sops/node/runbook-08.md,Diagnosis,checkout-web CrashLoopBackOff,0.78,chat,dr-use1-eks,checkout,checkout-web-4263246-52f3a,none,false,2026-06-05 07:20:45
315,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Symptoms,search-api CrashLoopBackOff,0.6708,chat,dr-use1-eks,search,search-api-d416b43-7cb20,increase_limit,false,2026-06-15 15:18:03
316,24,Node Runbook 24: Cert rotation,sops/node/runbook-24.md,Remediation,payments-api CrashLoopBackOff,0.7191,alert,prod-use2-eks,payments,payments-api-c9c2b74-00142,restart_pod,false,2026-05-30 19:44:35
317,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Remediation,search-api throttled,0.9319,auto,prod-usw2-eks,search,search-api-a47d446-4ffe2,scale_up,true,2026-06-17 09:31:26
318,35,Memory Runbook 35: OOMKilled remediation,sops/memory/runbook-35.md,Diagnosis,payments-worker high latency,0.7999,alert,prod-usw2-eks,payments,payments-worker-bbc0947-0aa1a,none,true,2026-06-18 06:30:34
319,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Prevention,orders-worker OOMKilled,0.803,alert,prod-use2-eks,orders,orders-worker-9681c18-374c7,increase_limit,true,2026-06-19 04:59:30
320,8,Node Runbook 08: Connection pool sizing,sops/node/runbook-08.md,Prevention,ledger-svc high latency,0.7705,prediction,prod-usw2-eks,ledger,ledger-svc-2014124-29b88,increase_limit,true,2026-06-22 00:44:34
321,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Remediation,checkout-web OOMKilled,0.6878,prediction,prod-usw2-eks,checkout,checkout-web-2e5d994-d724e,none,true,2026-05-24 18:52:04
322,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Remediation,orders-worker CrashLoopBackOff,0.8629,alert,dr-use1-eks,orders,orders-worker-f884840-8265c,none,false,2026-06-23 01:37:29
323,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Symptoms,orders-worker CrashLoopBackOff,0.8304,prediction,prod-use2-eks,orders,orders-worker-06e2683-7270e,none,true,2026-05-29 12:50:34
324,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Symptoms,inventory-svc throttled,0.932,chat,prod-use2-eks,inventory,inventory-svc-3e28589-98330,restart_pod,true,2026-06-14 02:57:11
325,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Symptoms,notifications high latency,0.8963,auto,prod-use2-eks,notifications,notifications-1938743-28dca,increase_limit,true,2026-06-03 18:53:26
326,7,Storage Runbook 07: PDB & graceful shutdown,sops/storage/runbook-07.md,Remediation,payments-api CrashLoopBackOff,0.9276,auto,prod-usw2-eks,payments,payments-api-423b015-b80bd,scale_up,true,2026-06-01 23:16:39
327,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Prevention,cart-svc OOMKilled,0.9398,prediction,prod-usw2-eks,checkout,cart-svc-882ca58-64a75,scale_up,true,2026-05-29 08:11:34
328,23,Security Runbook 23: OOMKilled remediation,sops/security/runbook-23.md,Diagnosis,payments-api CrashLoopBackOff,0.8531,chat,prod-use2-eks,payments,payments-api-58c5e74-26d34,none,false,2026-06-15 12:05:51
329,4,Network Runbook 04: Cert rotation,sops/network/runbook-04.md,Remediation,orders-api CrashLoopBackOff,0.69,auto,prod-use2-eks,orders,orders-api-7f89525-97cdd,none,true,2026-06-07 02:09:57
330,4,Network Runbook 04: Cert rotation,sops/network/runbook-04.md,Diagnosis,notifications throttled,0.8321,alert,dr-use1-eks,notifications,notifications-b036879-82982,none,false,2026-06-15 19:12:51
331,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Diagnosis,image-resizer high latency,0.9242,prediction,prod-usw2-eks,platform,image-resizer-9683178-b7560,restart_pod,true,2026-05-29 01:10:55
332,12,Node Runbook 12: CrashLoopBackOff triage,sops/node/runbook-12.md,Diagnosis,image-resizer CrashLoopBackOff,0.7893,alert,prod-use2-eks,platform,image-resizer-7bb3c89-50e74,none,true,2026-06-02 11:24:50
333,9,Memory Runbook 09: Connection pool sizing,sops/memory/runbook-09.md,Prevention,search-api high latency,0.8759,alert,prod-usw2-eks,search,search-api-db28570-d359e,none,true,2026-05-30 06:02:08
334,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Diagnosis,search-api high latency,0.7259,alert,prod-use2-eks,search,search-api-4350294-dbefb,scale_up,true,2026-06-15 16:00:29
335,10,Availability Runbook 10: PDB & graceful shutdown,sops/availability/runbook-10.md,Prevention,payments-worker high latency,0.6134,prediction,prod-use2-eks,payments,payments-worker-7a57672-86691,restart_pod,true,2026-05-28 05:00:07
336,19,Memory Runbook 19: CoreDNS restart,sops/memory/runbook-19.md,Remediation,payments-api throttled,0.7277,auto,prod-use2-eks,payments,payments-api-c9c2b74-00142,increase_limit,true,2026-06-03 23:43:02
337,27,Storage Runbook 27: CoreDNS restart,sops/storage/runbook-27.md,Remediation,config-svc CrashLoopBackOff,0.9446,auto,dr-use1-eks,platform,config-svc-0f5b883-4b9e2,increase_limit,false,2026-05-29 01:01:23
338,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Diagnosis,auth-gateway throttled,0.7734,prediction,prod-usw2-eks,identity,auth-gateway-7d2aa28-56f78,restart_pod,true,2026-06-21 06:59:03
339,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Symptoms,search-api throttled,0.8649,prediction,dr-use1-eks,search,search-api-d416b43-7cb20,scale_up,true,2026-06-16 19:15:11
340,29,Node Runbook 29: Connection pool sizing,sops/node/runbook-29.md,Diagnosis,search-api throttled,0.9305,chat,prod-usw2-eks,search,search-api-8352074-5b766,restart_pod,true,2026-05-26 20:24:20
341,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Prevention,inventory-svc throttled,0.7983,auto,prod-usw2-eks,inventory,inventory-svc-4453f63-e15f3,scale_up,false,2026-05-30 10:03:25
342,3,Security Runbook 03: CFS throttling tuning,sops/security/runbook-03.md,Diagnosis,payments-api OOMKilled,0.7336,prediction,prod-usw2-eks,payments,payments-api-b9a1287-dbbfe,restart_pod,true,2026-06-01 07:05:02
343,40,Memory Runbook 40: Cert rotation,sops/memory/runbook-40.md,Remediation,orders-worker OOMKilled,0.9437,auto,prod-usw2-eks,orders,orders-worker-0696c96-a62c8,none,false,2026-06-19 19:51:14
344,13,Security Runbook 13: CFS throttling tuning,sops/security/runbook-13.md,Symptoms,coredns OOMKilled,0.7742,auto,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,restart_pod,false,2026-06-03 16:29:53
345,21,Memory Runbook 21: PDB & graceful shutdown,sops/memory/runbook-21.md,Prevention,payments-api OOMKilled,0.7333,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,increase_limit,true,2026-06-18 21:27:15
346,11,Availability Runbook 11: CoreDNS restart,sops/availability/runbook-11.md,Prevention,ledger-svc high latency,0.7378,chat,prod-use2-eks,ledger,ledger-svc-1232e29-49ea1,none,false,2026-06-22 02:34:09
347,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Diagnosis,orders-worker OOMKilled,0.7198,alert,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,none,true,2026-05-27 09:46:00
348,36,Node Runbook 36: Readiness probe tuning,sops/node/runbook-36.md,Prevention,cart-svc high latency,0.6235,alert,prod-use2-eks,checkout,cart-svc-26a7d77-aafdc,increase_limit,true,2026-06-11 11:14:38
349,10,Availability Runbook 10: PDB & graceful shutdown,sops/availability/runbook-10.md,Remediation,notifications CrashLoopBackOff,0.7734,auto,dr-use1-eks,notifications,notifications-b036879-82982,increase_limit,true,2026-06-11 02:53:02
350,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Symptoms,payments-worker OOMKilled,0.6994,chat,prod-use2-eks,payments,payments-worker-bff7264-02c23,restart_pod,true,2026-06-10 10:06:42
351,17,Network Runbook 17: Cert rotation,sops/network/runbook-17.md,Diagnosis,recommendation high latency,0.9038,prediction,prod-usw2-eks,search,recommendation-87e3198-026ea,restart_pod,true,2026-05-30 00:41:46
352,18,Memory Runbook 18: Connection pool sizing,sops/memory/runbook-18.md,Symptoms,payments-api CrashLoopBackOff,0.8772,chat,prod-use2-eks,payments,payments-api-1ce3577-591ac,restart_pod,false,2026-05-30 06:38:24
353,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Remediation,checkout-web throttled,0.8773,alert,prod-usw2-eks,checkout,checkout-web-f628153-c1833,none,true,2026-05-29 10:50:49
354,21,Memory Runbook 21: PDB & graceful shutdown,sops/memory/runbook-21.md,Remediation,indexer CrashLoopBackOff,0.8867,alert,prod-usw2-eks,search,indexer-6c1eb29-ca471,none,false,2026-06-11 05:38:52
355,19,Memory Runbook 19: CoreDNS restart,sops/memory/runbook-19.md,Prevention,auth-gateway throttled,0.8637,auto,prod-use2-eks,identity,auth-gateway-9bddb17-f3d59,restart_pod,false,2026-05-29 00:15:30
356,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Symptoms,search-api CrashLoopBackOff,0.9384,prediction,prod-usw2-eks,search,search-api-8352074-5b766,none,false,2026-06-20 09:07:05
357,28,Storage Runbook 28: Connection pool sizing,sops/storage/runbook-28.md,Symptoms,notifications CrashLoopBackOff,0.7802,alert,prod-usw2-eks,notifications,notifications-abd2926-3451e,increase_limit,true,2026-06-07 16:39:32
358,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Remediation,image-resizer high latency,0.6448,alert,prod-usw2-eks,platform,image-resizer-9683178-b7560,none,true,2026-06-07 05:09:29
359,40,Memory Runbook 40: Cert rotation,sops/memory/runbook-40.md,Remediation,payments-worker CrashLoopBackOff,0.8131,alert,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,none,true,2026-06-01 15:36:22
360,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Symptoms,auth-gateway CrashLoopBackOff,0.9254,alert,prod-use2-eks,identity,auth-gateway-ec6b034-0575b,scale_up,true,2026-06-23 03:08:41
361,23,Security Runbook 23: OOMKilled remediation,sops/security/runbook-23.md,Diagnosis,inventory-svc throttled,0.7928,chat,prod-use2-eks,inventory,inventory-svc-df6d343-0a45b,none,true,2026-06-20 01:04:49
362,36,Node Runbook 36: Readiness probe tuning,sops/node/runbook-36.md,Prevention,inventory-svc high latency,0.8623,alert,prod-use2-eks,inventory,inventory-svc-3e28589-98330,restart_pod,true,2026-06-20 15:14:45
363,33,Availability Runbook 33: Connection pool sizing,sops/availability/runbook-33.md,Symptoms,coredns throttled,0.677,auto,prod-usw2-eks,kube-system,coredns-37f1521-4cd3d,scale_up,true,2026-06-13 08:03:31
364,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Symptoms,search-api CrashLoopBackOff,0.784,prediction,prod-use2-eks,search,search-api-61d1d17-0014f,increase_limit,true,2026-05-29 02:13:55
365,35,Memory Runbook 35: OOMKilled remediation,sops/memory/runbook-35.md,Symptoms,orders-worker throttled,0.7026,auto,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,restart_pod,true,2026-06-19 05:04:04
366,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Diagnosis,notifications CrashLoopBackOff,0.7195,alert,staging-use2-eks,notifications,notifications-26e9347-44fc8,scale_up,true,2026-06-03 01:13:35
367,34,Node Runbook 34: Connection pool sizing,sops/node/runbook-34.md,Remediation,orders-api throttled,0.7911,alert,prod-usw2-eks,orders,orders-api-21c5d48-15186,restart_pod,true,2026-05-29 22:35:59
368,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Diagnosis,config-svc high latency,0.6177,chat,prod-usw2-eks,platform,config-svc-370d832-a686a,increase_limit,false,2026-06-05 16:48:45
369,22,Security Runbook 22: Cert rotation,sops/security/runbook-22.md,Prevention,ledger-svc CrashLoopBackOff,0.6861,chat,prod-use2-eks,ledger,ledger-svc-204e643-7d23b,increase_limit,false,2026-06-04 02:19:12
370,11,Availability Runbook 11: CoreDNS restart,sops/availability/runbook-11.md,Remediation,checkout-web high latency,0.6742,chat,prod-use2-eks,checkout,checkout-web-47df111-4e24c,none,false,2026-06-16 22:40:53
371,20,Availability Runbook 20: CoreDNS restart,sops/availability/runbook-20.md,Remediation,payments-worker throttled,0.7528,alert,prod-use2-eks,payments,payments-worker-6e38c94-75bbf,none,true,2026-06-23 07:14:57
372,25,Network Runbook 25: PDB & graceful shutdown,sops/network/runbook-25.md,Prevention,checkout-web throttled,0.7461,prediction,dr-use1-eks,checkout,checkout-web-6e9e217-a5c79,none,true,2026-05-30 19:42:05
373,39,Availability Runbook 39: Cert rotation,sops/availability/runbook-39.md,Prevention,payments-api OOMKilled,0.7472,chat,prod-use2-eks,payments,payments-api-58c5e74-26d34,none,true,2026-06-13 13:06:52
374,15,Node Runbook 15: Connection pool sizing,sops/node/runbook-15.md,Symptoms,indexer CrashLoopBackOff,0.6357,alert,prod-use2-eks,search,indexer-4680271-0a829,scale_up,true,2026-06-12 17:08:15
375,21,Memory Runbook 21: PDB & graceful shutdown,sops/memory/runbook-21.md,Remediation,orders-worker high latency,0.8642,auto,prod-use2-eks,orders,orders-worker-9681c18-374c7,scale_up,true,2026-05-25 11:38:23
376,5,Node Runbook 05: Connection pool sizing,sops/node/runbook-05.md,Diagnosis,session-store OOMKilled,0.6827,chat,prod-usw2-eks,identity,session-store-28ebc77-cf7c8,increase_limit,true,2026-06-16 17:45:59
377,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Diagnosis,inventory-svc CrashLoopBackOff,0.6361,alert,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,increase_limit,false,2026-06-19 15:37:06
378,13,Security Runbook 13: CFS throttling tuning,sops/security/runbook-13.md,Prevention,search-api throttled,0.802,alert,prod-use2-eks,search,search-api-eff0684-a368a,restart_pod,false,2026-06-07 19:05:01
379,37,Security Runbook 37: Node drain & cordon,sops/security/runbook-37.md,Symptoms,orders-worker OOMKilled,0.6535,prediction,prod-usw2-eks,orders,orders-worker-8482791-f2d9f,restart_pod,true,2026-06-14 05:50:22
380,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Symptoms,recommendation throttled,0.8421,chat,prod-usw2-eks,search,recommendation-87e3198-026ea,none,true,2026-05-29 11:42:53
381,1,Node Runbook 01: DiskPressure eviction recovery,sops/node/runbook-01.md,Remediation,ledger-svc throttled,0.7953,alert,prod-usw2-eks,ledger,ledger-svc-2014124-29b88,restart_pod,true,2026-06-14 19:52:12
382,32,Storage Runbook 32: CFS throttling tuning,sops/storage/runbook-32.md,Prevention,inventory-svc throttled,0.6968,alert,prod-usw2-eks,inventory,inventory-svc-0d33458-c137f,increase_limit,false,2026-06-22 10:38:16
383,38,Node Runbook 38: CFS throttling tuning,sops/node/runbook-38.md,Remediation,payments-api OOMKilled,0.6261,chat,prod-use2-eks,payments,payments-api-58c5e74-26d34,restart_pod,true,2026-06-15 14:08:43
