id,knowledge_type,title,content,source,confidence,applicable_environments,tags,metadata,created_at,updated_at
285,best_practice,Node best practice #285,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7966,"[""staging"",""prod"",""dr""]","[""scaling"",""k8s"",""prod""]","{""domain"":""node"",""verified"":true}",2026-06-11 12:28:30,2026-06-23 12:00:00
286,best_practice,Availability best practice #286,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8858,"[""prod""]","[""k8s"",""sre"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-06-02 12:34:59,2026-06-23 12:00:00
287,best_practice,Node best practice #287,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7024,"[""prod"",""staging""]","[""node"",""k8s"",""sre""]","{""domain"":""node"",""verified"":true}",2026-05-27 02:22:24,2026-06-23 12:00:00
288,best_practice,Network best practice #288,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7275,"[""staging"",""prod"",""dr""]","[""scaling"",""leak"",""sre""]","{""domain"":""network"",""verified"":true}",2026-04-21 21:25:28,2026-06-23 12:00:00
289,best_practice,Cpu best practice #289,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6324,"[""staging""]","[""k8s"",""leak"",""prod""]","{""domain"":""cpu"",""verified"":true}",2026-05-31 08:21:18,2026-06-23 12:00:00
290,root_cause,Network root cause #290,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6939,"[""dr"",""staging"",""prod""]","[""prod"",""leak"",""sre""]","{""domain"":""network"",""verified"":true}",2026-04-27 14:27:32,2026-06-23 12:00:00
291,postmortem,Node postmortem #291,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6274,"[""staging""]","[""k8s"",""leak"",""scaling""]","{""domain"":""node"",""verified"":false}",2026-04-18 16:38:48,2026-06-23 12:00:00
292,remediation,Memory remediation #292,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8314,"[""prod"",""dr""]","[""k8s"",""memory"",""leak""]","{""domain"":""memory"",""verified"":true}",2026-04-01 08:56:52,2026-06-23 12:00:00
293,postmortem,Availability postmortem #293,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7007,"[""staging"",""dr"",""prod""]","[""k8s"",""leak"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-04-15 14:50:42,2026-06-23 12:00:00
294,postmortem,Node postmortem #294,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7892,"[""prod""]","[""k8s"",""scaling"",""prod""]","{""domain"":""node"",""verified"":false}",2026-04-23 14:35:44,2026-06-23 12:00:00
295,incident_pattern,Storage incident pattern #295,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8939,"[""staging"",""prod"",""dr""]","[""prod"",""k8s"",""leak""]","{""domain"":""storage"",""verified"":true}",2026-05-17 00:15:53,2026-06-23 12:00:00
296,incident_pattern,Availability incident pattern #296,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9035,"[""staging"",""dr""]","[""scaling"",""leak"",""sre""]","{""domain"":""availability"",""verified"":true}",2026-06-15 13:51:35,2026-06-23 12:00:00
297,root_cause,Node root cause #297,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7912,"[""prod""]","[""leak"",""prod"",""sre""]","{""domain"":""node"",""verified"":false}",2026-03-27 07:07:23,2026-06-23 12:00:00
298,incident_pattern,Memory incident pattern #298,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8954,"[""prod""]","[""prod"",""sre"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-06-20 02:12:37,2026-06-23 12:00:00
299,root_cause,Memory root cause #299,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.787,"[""staging""]","[""sre"",""leak"",""memory""]","{""domain"":""memory"",""verified"":true}",2026-06-11 17:59:41,2026-06-23 12:00:00
300,root_cause,Availability root cause #300,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9466,"[""staging"",""dr""]","[""scaling"",""sre"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-06-10 15:10:17,2026-06-23 12:00:00
301,incident_pattern,Storage incident pattern #301,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.668,"[""dr""]","[""k8s"",""sre"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-06-10 08:59:39,2026-06-23 12:00:00
302,remediation,Network remediation #302,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6677,"[""staging"",""prod"",""dr""]","[""leak"",""k8s"",""scaling""]","{""domain"":""network"",""verified"":false}",2026-05-22 14:42:18,2026-06-23 12:00:00
303,remediation,Memory remediation #303,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8665,"[""dr"",""prod"",""staging""]","[""scaling"",""sre"",""memory""]","{""domain"":""memory"",""verified"":true}",2026-06-12 03:33:16,2026-06-23 12:00:00
304,incident_pattern,Cpu incident pattern #304,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6454,"[""dr"",""staging""]","[""sre"",""leak"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-19 03:58:03,2026-06-23 12:00:00
305,incident_pattern,Memory incident pattern #305,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8899,"[""prod"",""dr"",""staging""]","[""k8s"",""leak"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-04-07 09:06:57,2026-06-23 12:00:00
306,remediation,Node remediation #306,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6925,"[""staging""]","[""scaling"",""node"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-05-03 11:22:09,2026-06-23 12:00:00
307,remediation,Memory remediation #307,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9616,"[""prod"",""staging"",""dr""]","[""leak"",""k8s"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-04-14 17:22:09,2026-06-23 12:00:00
308,incident_pattern,Network incident pattern #308,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7618,"[""prod""]","[""network"",""prod"",""scaling""]","{""domain"":""network"",""verified"":false}",2026-05-27 17:46:23,2026-06-23 12:00:00
309,best_practice,Cpu best practice #309,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8392,"[""staging""]","[""prod"",""sre"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-06-16 04:43:30,2026-06-23 12:00:00
310,best_practice,Network best practice #310,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7895,"[""prod"",""dr""]","[""scaling"",""k8s"",""sre""]","{""domain"":""network"",""verified"":true}",2026-06-05 16:16:16,2026-06-23 12:00:00
311,incident_pattern,Storage incident pattern #311,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7578,"[""prod"",""staging"",""dr""]","[""scaling"",""prod"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-04-03 08:43:32,2026-06-23 12:00:00
312,incident_pattern,Network incident pattern #312,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7103,"[""dr"",""prod"",""staging""]","[""leak"",""scaling"",""sre""]","{""domain"":""network"",""verified"":true}",2026-05-24 12:24:52,2026-06-23 12:00:00
313,remediation,Memory remediation #313,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8209,"[""staging""]","[""k8s"",""sre"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-03-29 04:28:38,2026-06-23 12:00:00
314,best_practice,Node best practice #314,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7411,"[""dr""]","[""node"",""prod"",""sre""]","{""domain"":""node"",""verified"":true}",2026-04-22 23:02:27,2026-06-23 12:00:00
315,best_practice,Node best practice #315,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9172,"[""prod""]","[""leak"",""scaling"",""sre""]","{""domain"":""node"",""verified"":false}",2026-06-11 17:11:29,2026-06-23 12:00:00
316,incident_pattern,Node incident pattern #316,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6875,"[""dr""]","[""leak"",""sre"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-05-22 07:28:04,2026-06-23 12:00:00
317,postmortem,Memory postmortem #317,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9513,"[""dr""]","[""scaling"",""memory"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-05-18 21:57:03,2026-06-23 12:00:00
318,root_cause,Node root cause #318,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.929,"[""prod"",""dr""]","[""k8s"",""prod"",""node""]","{""domain"":""node"",""verified"":true}",2026-05-10 01:49:35,2026-06-23 12:00:00
319,postmortem,Network postmortem #319,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6619,"[""staging"",""dr"",""prod""]","[""scaling"",""network"",""sre""]","{""domain"":""network"",""verified"":true}",2026-04-01 20:22:34,2026-06-23 12:00:00
320,root_cause,Cpu root cause #320,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7024,"[""prod"",""staging"",""dr""]","[""cpu"",""prod"",""k8s""]","{""domain"":""cpu"",""verified"":true}",2026-06-04 12:08:41,2026-06-23 12:00:00
321,best_practice,Cpu best practice #321,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8809,"[""prod""]","[""sre"",""k8s"",""prod""]","{""domain"":""cpu"",""verified"":false}",2026-05-21 12:35:40,2026-06-23 12:00:00
322,incident_pattern,Availability incident pattern #322,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7624,"[""dr""]","[""k8s"",""leak"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-05-08 01:36:26,2026-06-23 12:00:00
323,root_cause,Network root cause #323,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7476,"[""dr"",""staging"",""prod""]","[""scaling"",""network"",""prod""]","{""domain"":""network"",""verified"":true}",2026-05-03 11:20:35,2026-06-23 12:00:00
324,remediation,Storage remediation #324,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.703,"[""staging""]","[""sre"",""scaling"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-05-24 04:43:57,2026-06-23 12:00:00
325,remediation,Availability remediation #325,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6598,"[""prod"",""dr"",""staging""]","[""leak"",""k8s"",""prod""]","{""domain"":""availability"",""verified"":true}",2026-03-27 23:49:07,2026-06-23 12:00:00
326,incident_pattern,Network incident pattern #326,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8015,"[""staging"",""dr"",""prod""]","[""k8s"",""prod"",""sre""]","{""domain"":""network"",""verified"":true}",2026-06-21 21:49:16,2026-06-23 12:00:00
327,best_practice,Node best practice #327,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.882,"[""staging"",""prod"",""dr""]","[""leak"",""scaling"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-05-10 05:57:44,2026-06-23 12:00:00
328,remediation,Node remediation #328,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7149,"[""prod""]","[""sre"",""scaling"",""leak""]","{""domain"":""node"",""verified"":true}",2026-04-07 00:02:19,2026-06-23 12:00:00
329,postmortem,Storage postmortem #329,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6689,"[""staging""]","[""k8s"",""prod"",""sre""]","{""domain"":""storage"",""verified"":true}",2026-04-18 05:56:25,2026-06-23 12:00:00
330,root_cause,Node root cause #330,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6487,"[""dr"",""staging""]","[""leak"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-06-17 14:31:06,2026-06-23 12:00:00
331,postmortem,Availability postmortem #331,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.702,"[""dr"",""prod""]","[""prod"",""sre"",""leak""]","{""domain"":""availability"",""verified"":false}",2026-05-17 18:43:01,2026-06-23 12:00:00
332,root_cause,Storage root cause #332,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8499,"[""prod"",""dr""]","[""prod"",""k8s"",""storage""]","{""domain"":""storage"",""verified"":false}",2026-05-28 08:29:21,2026-06-23 12:00:00
333,incident_pattern,Node incident pattern #333,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.664,"[""staging"",""prod"",""dr""]","[""prod"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-05-31 13:16:40,2026-06-23 12:00:00
334,incident_pattern,Network incident pattern #334,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7877,"[""dr"",""prod""]","[""leak"",""network"",""prod""]","{""domain"":""network"",""verified"":false}",2026-04-21 21:37:11,2026-06-23 12:00:00
335,postmortem,Cpu postmortem #335,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.8122,"[""staging"",""prod"",""dr""]","[""prod"",""k8s"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-06-03 13:37:22,2026-06-23 12:00:00
336,incident_pattern,Network incident pattern #336,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6229,"[""prod"",""dr""]","[""network"",""sre"",""prod""]","{""domain"":""network"",""verified"":true}",2026-05-02 22:30:02,2026-06-23 12:00:00
337,root_cause,Node root cause #337,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.7717,"[""staging"",""dr""]","[""sre"",""node"",""leak""]","{""domain"":""node"",""verified"":true}",2026-06-12 12:43:42,2026-06-23 12:00:00
338,root_cause,Node root cause #338,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.698,"[""prod"",""dr"",""staging""]","[""leak"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-03-26 23:09:06,2026-06-23 12:00:00
339,remediation,Availability remediation #339,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.9064,"[""dr"",""staging""]","[""prod"",""sre"",""k8s""]","{""domain"":""availability"",""verified"":false}",2026-05-14 02:36:02,2026-06-23 12:00:00
340,postmortem,Cpu postmortem #340,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9156,"[""prod"",""staging"",""dr""]","[""leak"",""sre"",""scaling""]","{""domain"":""cpu"",""verified"":true}",2026-04-09 18:46:14,2026-06-23 12:00:00
341,remediation,Availability remediation #341,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7332,"[""prod""]","[""sre"",""leak"",""availability""]","{""domain"":""availability"",""verified"":true}",2026-03-31 17:42:48,2026-06-23 12:00:00
342,incident_pattern,Cpu incident pattern #342,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.6138,"[""prod""]","[""cpu"",""sre"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-03-26 09:30:48,2026-06-23 12:00:00
343,incident_pattern,Cpu incident pattern #343,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.8972,"[""staging"",""prod"",""dr""]","[""sre"",""cpu"",""leak""]","{""domain"":""cpu"",""verified"":true}",2026-03-26 17:52:42,2026-06-23 12:00:00
344,remediation,Memory remediation #344,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9228,"[""staging"",""prod""]","[""k8s"",""scaling"",""sre""]","{""domain"":""memory"",""verified"":true}",2026-06-11 19:17:45,2026-06-23 12:00:00
345,remediation,Node remediation #345,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7115,"[""dr"",""prod""]","[""leak"",""k8s"",""scaling""]","{""domain"":""node"",""verified"":true}",2026-06-15 15:57:26,2026-06-23 12:00:00
346,root_cause,Memory root cause #346,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9141,"[""prod"",""staging""]","[""sre"",""scaling"",""k8s""]","{""domain"":""memory"",""verified"":false}",2026-04-08 16:42:52,2026-06-23 12:00:00
347,best_practice,Node best practice #347,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7778,"[""dr"",""staging"",""prod""]","[""prod"",""node"",""leak""]","{""domain"":""node"",""verified"":false}",2026-04-20 09:39:57,2026-06-23 12:00:00
348,remediation,Storage remediation #348,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9361,"[""prod"",""dr""]","[""sre"",""k8s"",""prod""]","{""domain"":""storage"",""verified"":true}",2026-05-03 18:22:05,2026-06-23 12:00:00
349,incident_pattern,Memory incident pattern #349,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8719,"[""prod""]","[""k8s"",""memory"",""scaling""]","{""domain"":""memory"",""verified"":false}",2026-05-02 13:33:42,2026-06-23 12:00:00
350,remediation,Storage remediation #350,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6997,"[""dr"",""staging""]","[""storage"",""scaling"",""k8s""]","{""domain"":""storage"",""verified"":true}",2026-06-22 23:07:04,2026-06-23 12:00:00
351,best_practice,Storage best practice #351,"When storage pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8934,"[""prod"",""staging""]","[""k8s"",""prod"",""storage""]","{""domain"":""storage"",""verified"":true}",2026-06-03 13:25:56,2026-06-23 12:00:00
352,root_cause,Network root cause #352,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9184,"[""staging"",""dr""]","[""sre"",""prod"",""scaling""]","{""domain"":""network"",""verified"":true}",2026-05-06 05:49:50,2026-06-23 12:00:00
353,root_cause,Cpu root cause #353,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8661,"[""staging""]","[""cpu"",""k8s"",""scaling""]","{""domain"":""cpu"",""verified"":false}",2026-04-17 06:07:23,2026-06-23 12:00:00
354,best_practice,Memory best practice #354,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6276,"[""staging"",""prod""]","[""leak"",""prod"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-04-28 14:11:53,2026-06-23 12:00:00
355,postmortem,Memory postmortem #355,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7771,"[""dr""]","[""sre"",""leak"",""prod""]","{""domain"":""memory"",""verified"":true}",2026-06-19 17:38:13,2026-06-23 12:00:00
356,incident_pattern,Availability incident pattern #356,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.7332,"[""staging"",""prod""]","[""k8s"",""sre"",""leak""]","{""domain"":""availability"",""verified"":true}",2026-05-06 09:57:56,2026-06-23 12:00:00
357,remediation,Network remediation #357,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8015,"[""staging""]","[""network"",""scaling"",""k8s""]","{""domain"":""network"",""verified"":true}",2026-05-08 07:07:42,2026-06-23 12:00:00
358,root_cause,Cpu root cause #358,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.9032,"[""prod"",""staging""]","[""leak"",""prod"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-05-26 21:57:11,2026-06-23 12:00:00
359,root_cause,Network root cause #359,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6767,"[""prod"",""staging"",""dr""]","[""sre"",""k8s"",""network""]","{""domain"":""network"",""verified"":true}",2026-04-16 16:34:02,2026-06-23 12:00:00
360,root_cause,Node root cause #360,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.7962,"[""dr"",""prod""]","[""leak"",""k8s"",""sre""]","{""domain"":""node"",""verified"":false}",2026-05-02 23:01:08,2026-06-23 12:00:00
361,remediation,Memory remediation #361,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.8904,"[""dr""]","[""k8s"",""sre"",""scaling""]","{""domain"":""memory"",""verified"":true}",2026-06-07 00:01:54,2026-06-23 12:00:00
362,root_cause,Node root cause #362,"When node pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.9442,"[""staging""]","[""scaling"",""leak"",""k8s""]","{""domain"":""node"",""verified"":true}",2026-04-09 19:15:14,2026-06-23 12:00:00
363,root_cause,Cpu root cause #363,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6378,"[""prod"",""dr""]","[""prod"",""scaling"",""sre""]","{""domain"":""cpu"",""verified"":true}",2026-05-28 19:22:23,2026-06-23 12:00:00
364,postmortem,Cpu postmortem #364,"When cpu pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.7151,"[""staging"",""dr""]","[""leak"",""prod"",""cpu""]","{""domain"":""cpu"",""verified"":false}",2026-06-04 23:07:31,2026-06-23 12:00:00
365,incident_pattern,Availability incident pattern #365,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",auto_mined,0.9688,"[""staging"",""prod"",""dr""]","[""scaling"",""leak"",""availability""]","{""domain"":""availability"",""verified"":false}",2026-04-06 03:49:07,2026-06-23 12:00:00
366,postmortem,Availability postmortem #366,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",postmortem,0.6916,"[""prod"",""dr""]","[""leak"",""prod"",""scaling""]","{""domain"":""availability"",""verified"":true}",2026-05-01 06:46:33,2026-06-23 12:00:00
367,best_practice,Memory best practice #367,"When memory pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.8182,"[""dr""]","[""leak"",""memory"",""k8s""]","{""domain"":""memory"",""verified"":true}",2026-04-26 04:06:19,2026-06-23 12:00:00
368,remediation,Network remediation #368,"When network pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",expert_feedback,0.6775,"[""prod"",""dr"",""staging""]","[""network"",""k8s"",""leak""]","{""domain"":""network"",""verified"":true}",2026-05-17 18:49:07,2026-06-23 12:00:00
369,remediation,Availability remediation #369,"When availability pressure rises on a pod, the typical root cause is undersized limits or a leak; remediate by right-sizing requests/limits, adding a PDB, and tuning probes.",sop,0.6397,"[""staging"",""dr""]","[""availability"",""scaling"",""k8s""]","{""domain"":""availability"",""verified"":true}",2026-05-29 14:38:12,2026-06-23 12:00:00
